pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z
0.006821,0.200656,0.072386,0.016252,0.225084,0.095857,0.002430,0.193376,0.098196,NaN,NaN,NaN
0.000793,0.202811,0.068825,0.012568,0.224624,0.092832,0.001631,0.196650,0.100271,NaN,NaN,NaN
-0.008089,0.206167,0.068460,0.006378,0.226752,0.091123,-0.001825,0.196723,0.100692,NaN,NaN,NaN
-0.021275,0.214471,0.070778,-0.000538,0.230821,0.097020,-0.006032,0.197371,0.101696,NaN,NaN,NaN
-0.038330,0.220182,0.078500,-0.008380,0.232273,0.099233,-0.009556,0.200679,0.102235,NaN,NaN,NaN
-0.041650,0.225304,0.092828,-0.014331,0.233833,0.101940,-0.012510,0.202367,0.101575,NaN,NaN,NaN
-0.052350,0.218050,0.102005,-0.019492,0.231325,0.100539,-0.015211,0.202858,0.102129,NaN,NaN,NaN
-0.051050,0.212339,0.114994,-0.023983,0.229971,0.103325,-0.017144,0.203497,0.102721,NaN,NaN,NaN
-0.046548,0.208835,0.121161,-0.025336,0.229737,0.105552,-0.021160,0.202707,0.102886,NaN,NaN,NaN
-0.041856,0.209092,0.122254,-0.022247,0.231161,0.106761,-0.022885,0.204235,0.102673,NaN,NaN,NaN
-0.041571,0.209084,0.115854,-0.024605,0.232468,0.103984,-0.025350,0.204711,0.102336,NaN,NaN,NaN
-0.039115,0.209229,0.103386,-0.025218,0.233159,0.098566,-0.026987,0.205357,0.102405,NaN,NaN,NaN
-0.034224,0.211786,0.094447,-0.018965,0.232228,0.094839,-0.027522,0.204559,0.098871,NaN,NaN,NaN
-0.027866,0.207956,0.080086,-0.020299,0.232751,0.093265,-0.028261,0.203679,0.096053,NaN,NaN,NaN
-0.030451,0.206971,0.076962,-0.014974,0.236169,0.095923,-0.030589,0.205064,0.096061,NaN,NaN,NaN
-0.036301,0.211335,0.068459,-0.021592,0.231949,0.088215,-0.030226,0.209238,0.100144,NaN,NaN,NaN
-0.045512,0.214175,0.066294,-0.026621,0.231619,0.086954,-0.036874,0.208260,0.100171,NaN,NaN,NaN
-0.050811,0.218527,0.072551,-0.033966,0.239478,0.094738,-0.042375,0.208457,0.100297,NaN,NaN,NaN
-0.072259,0.228299,0.079653,-0.040813,0.238071,0.091571,-0.047714,0.208374,0.101730,NaN,NaN,NaN
-0.082935,0.227254,0.090098,-0.048965,0.241699,0.095718,-0.049550,0.212612,0.098306,NaN,NaN,NaN
-0.086793,0.226398,0.105125,-0.053779,0.239575,0.098458,-0.050284,0.212454,0.100040,NaN,NaN,NaN
-0.083892,0.224536,0.117653,-0.054593,0.238368,0.102694,-0.053950,0.213618,0.102293,NaN,NaN,NaN
-0.077277,0.222684,0.123370,-0.053636,0.240639,0.103759,-0.055546,0.214351,0.099268,NaN,NaN,NaN
-0.067483,0.221875,0.124102,-0.055340,0.240947,0.103820,-0.057630,0.215007,0.098669,NaN,NaN,NaN
-0.073474,0.219056,0.113430,-0.057501,0.241537,0.101207,-0.060008,0.214053,0.097748,NaN,NaN,NaN
-0.070076,0.218625,0.100324,-0.056326,0.242600,0.097645,-0.061987,0.212759,0.097037,NaN,NaN,NaN
-0.063779,0.218310,0.089563,NaN,NaN,NaN,-0.060510,0.209501,0.091394,NaN,NaN,NaN
-0.058139,0.214780,0.077098,NaN,NaN,NaN,-0.061243,0.214327,0.096506,NaN,NaN,NaN
-0.061800,0.213497,0.073340,-0.050407,0.240506,0.091419,-0.065483,0.215480,0.098686,NaN,NaN,NaN
-0.071700,0.217512,0.066016,-0.054627,0.240236,0.087781,-0.071972,0.214624,0.100273,NaN,NaN,NaN
-0.083060,0.224800,0.064046,-0.061296,0.241315,0.086697,-0.072521,0.217101,0.099273,NaN,NaN,NaN
-0.092421,0.232550,0.071528,-0.066733,0.249002,0.096223,-0.074790,0.217878,0.099006,NaN,NaN,NaN
-0.106287,0.233390,0.078351,-0.076222,0.246054,0.093767,-0.081338,0.217996,0.100211,NaN,NaN,NaN
-0.115992,0.233568,0.092233,-0.082530,0.247008,0.096477,-0.080814,0.220329,0.102043,NaN,NaN,NaN
-0.118166,0.232132,0.105446,-0.085063,0.246368,0.099117,-0.082332,0.220676,0.103609,NaN,NaN,NaN
-0.114182,0.228255,0.117542,-0.085470,0.246734,0.101093,-0.083595,0.221123,0.104310,NaN,NaN,NaN
-0.107666,0.228472,0.120943,-0.085135,0.247308,0.101938,-0.084784,0.221926,0.104257,NaN,NaN,NaN
-0.103464,0.228038,0.118173,-0.086245,0.249422,0.102942,-0.086390,0.222506,0.103808,NaN,NaN,NaN
-0.101806,0.228336,0.108097,-0.087308,0.248282,0.098350,-0.087948,0.221988,0.102052,NaN,NaN,NaN
-0.098048,0.227253,0.094918,-0.081713,0.249830,0.096734,-0.087499,0.221959,0.099111,NaN,NaN,NaN
-0.094855,0.223903,0.083522,NaN,NaN,NaN,-0.085066,0.221403,0.097789,NaN,NaN,NaN
-0.086612,0.223786,0.073487,NaN,NaN,NaN,-0.086940,0.219652,0.096231,NaN,NaN,NaN
-0.088528,0.226133,0.069721,-0.077696,0.250692,0.091189,-0.093951,0.219603,0.098005,NaN,NaN,NaN
-0.098559,0.229708,0.064274,-0.081275,0.248587,0.089577,-0.096814,0.221035,0.100132,NaN,NaN,NaN
-0.106988,0.236480,0.064634,-0.088445,0.253298,0.092283,-0.099840,0.224658,0.099879,NaN,NaN,NaN
-0.118934,0.241528,0.073139,-0.095361,0.252518,0.090971,-0.102400,0.224744,0.101167,NaN,NaN,NaN
-0.132424,0.242190,0.083773,-0.104191,0.260123,0.099284,-0.104444,0.224990,0.101832,NaN,NaN,NaN
-0.141249,0.238854,0.095100,-0.108887,0.254856,0.096263,-0.106925,0.227224,0.102068,NaN,NaN,NaN
-0.142346,0.234054,0.102630,-0.109892,0.252985,0.099357,-0.108345,0.227079,0.101839,NaN,NaN,NaN
-0.137931,0.231131,0.111373,-0.109921,0.253629,0.101931,-0.109491,0.227387,0.101208,NaN,NaN,NaN
-0.131159,0.231179,0.113617,-0.108982,0.253788,0.103220,-0.107935,0.228156,0.101122,NaN,NaN,NaN
-0.126203,0.232831,0.111248,-0.107144,0.255467,0.101671,-0.109090,0.228014,0.100583,NaN,NaN,NaN
-0.117440,0.233101,0.104024,-0.104836,0.256531,0.097914,-0.107695,0.226707,0.099916,NaN,NaN,NaN
-0.112278,0.232419,0.090346,-0.096714,0.256895,0.096449,-0.105947,0.228234,0.098044,NaN,NaN,NaN
-0.099185,0.230998,0.083304,NaN,NaN,NaN,-0.106109,0.227207,0.098789,NaN,NaN,NaN
-0.099461,0.230331,0.079850,-0.094074,0.254366,0.096721,-0.108833,0.225999,0.098095,NaN,NaN,NaN
-0.102706,0.232726,0.069805,-0.092012,0.255522,0.094297,-0.112297,0.226670,0.097891,NaN,NaN,NaN
-0.111473,0.237529,0.064695,-0.095580,0.254665,0.092540,-0.114128,0.228457,0.098878,NaN,NaN,NaN
-0.120422,0.245330,0.064344,-0.101575,0.259021,0.095022,-0.115224,0.229642,0.101149,NaN,NaN,NaN
-0.132722,0.249881,0.069894,-0.108821,0.263800,0.099988,-0.117314,0.232233,0.103178,NaN,NaN,NaN
-0.145971,0.250330,0.078929,-0.116367,0.264446,0.097669,-0.118842,0.233496,0.104126,NaN,NaN,NaN
-0.154822,0.247976,0.091373,-0.119645,0.262156,0.099971,-0.120805,0.233578,0.103345,NaN,NaN,NaN
-0.155972,0.244331,0.103302,-0.121733,0.259497,0.100590,-0.118762,0.235083,0.104117,NaN,NaN,NaN
-0.151039,0.241975,0.111629,-0.119689,0.259341,0.102799,-0.120377,0.233066,0.102329,NaN,NaN,NaN
-0.139015,0.241564,0.115685,-0.118081,0.260410,0.103565,-0.118555,0.235350,0.104565,NaN,NaN,NaN
-0.133527,0.240796,0.112164,-0.116631,0.260414,0.100497,-0.121493,0.233493,0.102662,NaN,NaN,NaN
-0.125083,0.240038,0.103650,-0.112411,0.260867,0.100450,-0.118176,0.233732,0.103157,NaN,NaN,NaN
-0.111652,0.237844,0.093232,NaN,NaN,NaN,-0.117767,0.230992,0.101073,NaN,NaN,NaN
-0.105675,0.233975,0.089654,-0.097000,0.258991,0.099428,-0.118124,0.232679,0.103137,NaN,NaN,NaN
-0.104427,0.233786,0.080858,-0.095373,0.261265,0.101357,-0.117750,0.230329,0.102091,NaN,NaN,NaN
-0.108892,0.236182,0.072050,-0.099306,0.258327,0.098399,-0.120562,0.231270,0.104045,NaN,NaN,NaN
-0.117374,0.244343,0.067298,-0.102541,0.260140,0.096055,-0.122583,0.231915,0.105305,NaN,NaN,NaN
-0.128479,0.252562,0.067225,-0.106782,0.262636,0.099945,-0.120205,0.235040,0.106165,NaN,NaN,NaN
-0.141527,0.254845,0.075139,-0.114262,0.265107,0.099146,-0.121895,0.236179,0.106837,NaN,NaN,NaN
-0.152435,0.252943,0.086008,-0.121044,0.266370,0.101062,-0.120933,0.237256,0.107255,NaN,NaN,NaN
-0.156436,0.249865,0.099717,NaN,NaN,NaN,-0.122479,0.237403,0.107183,NaN,NaN,NaN
-0.152953,0.247335,0.112323,-0.123419,0.264207,0.107083,-0.122506,0.237475,0.108212,NaN,NaN,NaN
-0.146063,0.245767,0.120426,-0.121681,0.264268,0.109949,-0.122604,0.237144,0.108339,NaN,NaN,NaN
-0.139128,0.244920,0.122140,-0.120726,0.264642,0.110893,-0.122151,0.238014,0.109136,NaN,NaN,NaN
-0.134617,0.243591,0.117279,-0.118710,0.265004,0.108955,-0.121883,0.237612,0.109398,NaN,NaN,NaN
-0.125452,0.244251,0.108457,-0.114767,0.267058,0.108668,-0.119006,0.237686,0.110158,NaN,NaN,NaN
-0.112826,0.242681,0.100262,-0.104387,0.269098,0.111562,-0.119869,0.235009,0.106729,NaN,NaN,NaN
-0.109524,0.238056,0.094111,NaN,NaN,NaN,-0.119060,0.231437,0.104879,NaN,NaN,NaN
-0.108117,0.238057,0.085497,-0.099690,0.263719,0.106005,-0.120229,0.233727,0.108095,NaN,NaN,NaN
-0.111852,0.241238,0.077942,-0.098968,0.261885,0.105277,-0.121666,0.236194,0.111083,NaN,NaN,NaN
-0.120322,0.247910,0.074200,-0.102385,0.262074,0.103491,-0.119308,0.237813,0.113945,NaN,NaN,NaN
-0.129329,0.254104,0.077325,-0.106909,0.264177,0.103689,-0.118790,0.237976,0.113949,NaN,NaN,NaN
-0.141353,0.260431,0.089120,-0.114415,0.273023,0.114122,-0.118394,0.239153,0.115522,NaN,NaN,NaN
-0.152566,0.254170,0.098373,-0.120752,0.269776,0.112713,-0.118521,0.239569,0.114936,NaN,NaN,NaN
-0.153665,0.252900,0.113553,-0.123763,0.267170,0.112209,-0.119846,0.240239,0.115731,NaN,NaN,NaN
-0.148183,0.250038,0.127994,-0.124172,0.266311,0.115737,-0.118638,0.240225,0.117834,NaN,NaN,NaN
-0.138639,0.247582,0.136696,-0.117032,0.265011,0.119613,-0.118374,0.238608,0.116687,NaN,NaN,NaN
-0.132827,0.246519,0.137286,-0.115691,0.267137,0.122836,-0.116862,0.238403,0.117447,NaN,NaN,NaN
-0.128713,0.245208,0.130899,-0.114169,0.266701,0.120264,-0.116138,0.237678,0.117871,NaN,NaN,NaN
-0.123006,0.244017,0.117948,-0.110939,0.269258,0.119053,-0.114804,0.236942,0.117748,NaN,NaN,NaN
-0.109941,0.245015,0.108451,NaN,NaN,NaN,-0.111731,0.237053,0.117318,NaN,NaN,NaN
-0.105050,0.240526,0.104099,-0.089946,0.269289,0.119705,-0.109004,0.234944,0.116675,NaN,NaN,NaN
-0.103575,0.241399,0.095610,-0.094118,0.266359,0.115493,-0.111591,0.235600,0.120960,NaN,NaN,NaN
-0.108756,0.241407,0.090299,-0.094453,0.264003,0.113374,-0.112818,0.237308,0.123292,NaN,NaN,NaN
-0.117938,0.246979,0.087877,-0.097623,0.265260,0.113898,-0.113616,0.236863,0.124505,NaN,NaN,NaN
-0.127341,0.250757,0.092275,-0.102458,0.269687,0.120207,-0.112925,0.237611,0.124443,NaN,NaN,NaN
-0.138827,0.251807,0.100354,-0.110285,0.266875,0.117184,-0.111359,0.240845,0.125763,NaN,NaN,NaN
-0.145202,0.251033,0.114835,-0.115113,0.266297,0.119668,-0.111885,0.238569,0.126224,NaN,NaN,NaN
-0.142895,0.249462,0.130674,-0.112722,0.265706,0.124719,-0.112050,0.238060,0.126730,NaN,NaN,NaN
-0.135722,0.248423,0.144552,-0.110499,0.267745,0.130395,-0.110793,0.239855,0.129842,NaN,NaN,NaN
-0.126229,0.247704,0.152557,-0.107136,0.268204,0.133285,-0.105265,0.241637,0.131370,NaN,NaN,NaN
-0.119968,0.246751,0.152102,-0.105012,0.267445,0.133646,-0.104768,0.241422,0.131992,NaN,NaN,NaN
-0.117209,0.246146,0.144932,-0.102446,0.268153,0.131652,-0.103625,0.240817,0.132878,NaN,NaN,NaN
-0.110106,0.245737,0.133937,-0.099282,0.266393,0.127260,-0.101519,0.241398,0.133979,NaN,NaN,NaN
-0.099009,0.242732,0.121043,-0.091031,0.266303,0.125485,-0.100011,0.238956,0.132679,NaN,NaN,NaN
-0.092501,0.240006,0.111318,NaN,NaN,NaN,-0.100171,0.236414,0.131874,NaN,NaN,NaN
-0.092368,0.240352,0.104088,-0.083668,0.268086,0.127134,-0.098547,0.236806,0.134663,NaN,NaN,NaN
-0.100255,0.242436,0.102334,-0.084523,0.265635,0.125027,-0.097634,0.236638,0.133605,NaN,NaN,NaN
-0.109143,0.247498,0.102894,-0.087325,0.265881,0.126094,-0.099402,0.236527,0.137450,NaN,NaN,NaN
-0.117832,0.250208,0.110167,-0.090910,0.266905,0.129802,-0.099194,0.236295,0.137679,NaN,NaN,NaN
-0.126620,0.252739,0.121648,-0.096719,0.268550,0.134999,-0.095201,0.238949,0.139736,NaN,NaN,NaN
-0.132007,0.248461,0.131566,-0.100178,0.267030,0.134290,-0.094922,0.239134,0.141354,NaN,NaN,NaN
-0.130193,0.244428,0.146124,-0.098883,0.264807,0.139122,-0.090543,0.239957,0.143785,NaN,NaN,NaN
-0.115683,0.241980,0.160446,-0.096086,0.265408,0.143751,-0.089284,0.240804,0.143695,NaN,NaN,NaN
-0.106248,0.242688,0.164897,-0.092367,0.265188,0.145315,-0.084635,0.241660,0.145103,NaN,NaN,NaN
-0.100103,0.242511,0.162511,-0.090662,0.265865,0.146065,-0.087885,0.239911,0.141915,NaN,NaN,NaN
-0.096789,0.243261,0.154870,-0.088661,0.266756,0.143186,-0.085435,0.239767,0.142623,NaN,NaN,NaN
-0.091432,0.243990,0.143199,-0.084237,0.269426,0.142053,-0.083478,0.238465,0.141316,NaN,NaN,NaN
-0.081495,0.244396,0.129814,-0.073070,0.270164,0.140452,-0.081098,0.237062,0.141647,NaN,NaN,NaN
-0.079782,0.243993,0.121296,NaN,NaN,NaN,-0.079317,0.236667,0.141233,NaN,NaN,NaN
-0.077037,0.242973,0.115914,-0.066742,0.264728,0.130978,-0.078586,0.235765,0.142006,NaN,NaN,NaN
-0.083886,0.246607,0.110499,-0.067228,0.268452,0.134341,-0.078222,0.236447,0.142783,NaN,NaN,NaN
-0.093494,0.252115,0.112621,-0.069248,0.270094,0.136811,-0.075924,0.236412,0.146600,NaN,NaN,NaN
-0.101955,0.254197,0.119991,-0.074736,0.268914,0.139619,-0.074609,0.239675,0.146691,NaN,NaN,NaN
-0.109486,0.253039,0.130517,-0.078876,0.268950,0.139320,-0.074525,0.240342,0.148636,NaN,NaN,NaN
-0.111807,0.250279,0.145164,-0.081378,0.266843,0.146300,-0.073534,0.240231,0.148795,NaN,NaN,NaN
-0.106491,0.246094,0.161156,-0.079441,0.266236,0.151409,-0.071229,0.240625,0.151025,NaN,NaN,NaN
-0.095753,0.244151,0.171748,-0.075559,0.266218,0.154756,-0.070521,0.240934,0.151239,NaN,NaN,NaN
-0.087575,0.243876,0.174054,-0.062690,0.270818,0.159568,-0.069450,0.240400,0.151374,NaN,NaN,NaN
-0.081669,0.244039,0.170043,-0.070864,0.267571,0.155102,-0.067628,0.240360,0.151623,NaN,NaN,NaN
-0.077204,0.244037,0.160820,-0.068035,0.267461,0.152077,-0.066252,0.239558,0.152139,NaN,NaN,NaN
-0.069652,0.245132,0.147994,-0.061988,0.270316,0.151312,-0.065702,0.238677,0.151042,NaN,NaN,NaN
-0.058046,0.243678,0.135639,-0.051804,0.269330,0.146165,-0.063402,0.237565,0.151113,NaN,NaN,NaN
-0.055461,0.241310,0.132787,NaN,NaN,NaN,-0.061260,0.235941,0.149577,NaN,NaN,NaN
-0.056794,0.241065,0.124869,-0.044847,0.269954,0.146190,-0.061173,0.236365,0.152848,NaN,NaN,NaN
-0.063906,0.243620,0.119983,-0.048503,0.265828,0.143937,-0.060980,0.237223,0.155564,NaN,NaN,NaN
-0.072431,0.249612,0.119806,-0.051010,0.269682,0.146701,-0.060717,0.237016,0.156969,NaN,NaN,NaN
-0.080559,0.252331,0.127927,-0.053281,0.272084,0.151492,-0.058082,0.237790,0.155075,NaN,NaN,NaN
NaN,NaN,NaN,-0.057831,0.268771,0.149075,-0.056549,0.239724,0.156443,NaN,NaN,NaN
-0.090965,0.248068,0.151221,-0.060476,0.267825,0.153067,-0.053184,0.239690,0.157863,NaN,NaN,NaN
-0.086514,0.244856,0.167151,-0.059111,0.267065,0.158451,-0.053075,0.240366,0.155971,NaN,NaN,NaN
-0.076005,0.244067,0.179251,-0.056289,0.266691,0.161894,-0.050803,0.240980,0.159500,NaN,NaN,NaN
